family,gene,mouse gene,source,skin compartment,compartment confidence,full name,role,key reference,validated in,psoriasis relevance,family review
Mechano-translation / RNA / nucleocytoplasmic,HSPA8,Hspa8,Curated panel,Both,High,Hsc70,BAG3-Hsc70 binds CapZ to maintain myofibrillar integrity under mechanical stress,"Hoffman, 2010",,,Elosegui-Artola et al. 2017 [Cell]; Hoffman et al. 2010 [J Cell Sci]
Mechano-translation / RNA / nucleocytoplasmic,HSPD1,Hspd1,Curated panel,Both,High,Hsp60 (mitochondrial),mechanical stress + hypoxia upregulates mitochondrial HSP60 in PASMC phenotypic switching,(2025 PASMC paper),,,Elosegui-Artola et al. 2017 [Cell]; Hoffman et al. 2010 [J Cell Sci]
Mechano-translation / RNA / nucleocytoplasmic,NONO,Nono,Curated panel,Both,High,NONO (paraspeckle),core paraspeckle protein; paraspeckle abundance is matrix-stiffness-sensitive,"Todorovski, Mol Biol Cell, 2020 [PMC7521846]",,,Elosegui-Artola et al. 2017 [Cell]; Hoffman et al. 2010 [J Cell Sci]
Mechano-translation / RNA / nucleocytoplasmic,RAN,Ran,Curated panel,Both,High,Ran GTPase,force triggers YAP nuclear entry by regulating Ran-dependent transport (canonical mechano-pore paper),"Elosegui-Artola, Cell, 2017 [PMID 29107331]",,,Elosegui-Artola et al. 2017 [Cell]; Hoffman et al. 2010 [J Cell Sci]
Mechano-translation / RNA / nucleocytoplasmic,SFPQ,Sfpq,Curated panel,Both,High,SFPQ (paraspeckle),"core paraspeckle protein, NEAT1-anchored; matrix-stiffness-sensitive in cancer cells","Todorovski, Mol Biol Cell, 2020 [PMC7521846]",,,Elosegui-Artola et al. 2017 [Cell]; Hoffman et al. 2010 [J Cell Sci]
Mechanosensitive ion channels,ASIC1,Asic1,Curated panel,Dermis,Low,ASIC1,"acid-sensing ion channel, mechano-responsive in some contexts","Page, 2004",,,Murthy et al. 2017 [Nat Rev MCB]; Ranade et al. 2015 [Cell]
Mechanosensitive ion channels,ASIC3,Asic3,Xiong 2025 (MechanoGEPred),Both,Medium,ASIC3,mechanosensitive acid-sensing channel,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechanosensitive ion channels,CIB2,Cib2,Xiong 2025 (MechanoGEPred),Both,Low,CIB2,Ca-binding mechanotransduction-complex protein,"Xiong, BioData Min, 2025 [PMC12625330]",Kaivola 2026,,
Mechanosensitive ion channels,KCNK2,Kcnk2,Curated panel,Dermis,Low,TREK-1,"K2P channel, stretch-activated","Honoré, Nat Rev Neurosci, 2007 [PMID 17375039]",,,Murthy et al. 2017 [Nat Rev MCB]; Ranade et al. 2015 [Cell]
Mechanosensitive ion channels,KCNK4,Kcnk4,Suriyagandhi 2024 (mechano-inflammation network),Both,Medium,TRAAK (KCNK4),mechanosensitive K2P channel (with KCNK2/TREK-1),"Suriyagandhi, Mechanobiol Med, 2025 [PMC12082120]",,,
Mechanosensitive ion channels,ORAI1,Orai1,Xiong 2025 (MechanoGEPred),Both,Medium,ORAI1,store-operated/mechanosensitive Ca channel,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechanosensitive ion channels,PANX1,Panx1,Xiong 2025 (MechanoGEPred),Both,Medium,Pannexin-1,stretch-gated ATP-release channel (Koebner),"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechanosensitive ion channels,PIEZO1,Piezo1,Curated panel,Both,High,PIEZO1,the canonical mechanosensitive cation channel,"Coste, Science, 2010 [PMC3062430]",Javed 2025; Xia 2025; Li 2025; Xue 2025; Jiang 2024; Rajan 2026,,Murthy et al. 2017 [Nat Rev MCB]; Ranade et al. 2015 [Cell]
Mechanosensitive ion channels,PIEZO2,Piezo2,Curated panel,Both,Medium,PIEZO2,"neuronal mechanosensitive channel (touch, proprioception)","Coste, Science, 2010 [PMC3062430]; Ranade, Nature, 2014 [PMC4380172]",Javed 2025; Xue 2025,,Murthy et al. 2017 [Nat Rev MCB]; Ranade et al. 2015 [Cell]
Mechanosensitive ion channels,PKD1,Pkd1,Curated panel,Both,High,Polycystin-1,"polycystic kidney protein, ciliary mechanosensor","Nauli, Nat Genet, 2003 [PMID 12514735]",,,Murthy et al. 2017 [Nat Rev MCB]; Ranade et al. 2015 [Cell]
Mechanosensitive ion channels,PKD2,Pkd2,Xiong 2025 (MechanoGEPred),Both,Medium,Polycystin-2 (PKD2),TRPP mechanosensitive channel (with PKD1),"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechanosensitive ion channels,SCNN1A,Scnn1a,Xiong 2025 (MechanoGEPred),Both,Medium,ENaC-alpha (SCNN1A),mechanosensitive epithelial Na channel,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechanosensitive ion channels,TMEM63A,Tmem63a,Xiong 2025 (MechanoGEPred),Both,Medium,TMEM63A (OSCA),mechanosensitive cation channel,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechanosensitive ion channels,TMEM63B,Tmem63b,Xiong 2025 (MechanoGEPred),Both,Medium,TMEM63B (OSCA),mechanosensitive cation channel,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechanosensitive ion channels,TMEM120A,Tmem120a,Xiong 2025 (MechanoGEPred),Both,Medium,TACAN (TMEM120A),mechanosensitive ion channel,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechanosensitive ion channels,TRPA1,Trpa1,Literature review,Both,Medium,TRP ankyrin 1,polymodal mechano-/chemo-sensitive cation channel; nociceptor + keratinocyte,"Story, Cell, 2003 [PMID 12654248]; Kwan, Neuron, 2006 [PMID 16630838]",,Itch & neurogenic inflammation; induces TJ proteins in mechanically disrupted epidermis,
Mechanosensitive ion channels,TRPC1,Trpc1,Curated panel,Both,High,TRPC1,"store-operated TRP, mechano-responsive","Maroto, Nat Cell Biol, 2005 [PMID 15665854]",,,Murthy et al. 2017 [Nat Rev MCB]; Ranade et al. 2015 [Cell]
Mechanosensitive ion channels,TRPC4,Trpc4,Literature review,Both,Medium,TRP canonical 4,store-operated / mechano-modulated Ca2+ channel; keratinocyte differentiation,"Freichel, Nat Cell Biol, 2001 [PMID 11175743]",,Keratinocyte Ca-influx for differentiation; TRPC family suppressed in psoriatic plaques,
Mechanosensitive ion channels,TRPC6,Trpc6,Curated panel,Both,High,TRPC6,"stretch-activated TRP, cardiac","Spassova, PNAS, 2006 [PMC1637625]",,,Murthy et al. 2017 [Nat Rev MCB]; Ranade et al. 2015 [Cell]
Mechanosensitive ion channels,TRPM4,Trpm4,Curated panel,Both,High,TRPM4,Ca²⁺-activated monovalent channel,"Launay, Cell, 2002 [PMID 12015988]",,,Murthy et al. 2017 [Nat Rev MCB]; Ranade et al. 2015 [Cell]
Mechanosensitive ion channels,TRPM7,Trpm7,Curated panel,Both,High,TRPM7,"Mg²⁺-permeable kinase-channel, mechano-implicated","Numata, 2007",,,Murthy et al. 2017 [Nat Rev MCB]; Ranade et al. 2015 [Cell]
Mechanosensitive ion channels,TRPV1,Trpv1,Curated panel,Both,Medium,TRPV1,capsaicin/heat receptor; mechano-modulated,"Caterina, Nature, 1997 [PMID 9349813]",Xia 2025,,Murthy et al. 2017 [Nat Rev MCB]; Ranade et al. 2015 [Cell]
Mechanosensitive ion channels,TRPV3,Trpv3,Literature review,Epidermis,Medium,TRP vanilloid 3,Keratinocyte thermo/mechano channel,"Cheng, Cell, 2010 [PMC2858065]",,Barrier and terminal differentiation; skin-specific,
Mechanosensitive ion channels,TRPV4,Trpv4,Literature review,Both,Medium,TRP vanilloid 4,Stretch/osmo-activated channel; stretch->actin/ROCK; keratinocyte,"Liedtke, PNAS, 2003 [PMC304114]",Xiong 2024; Okamoto 2021; Enyedi 2016,Co-expressed with junctions; barrier; TRP suppression in psoriasis,
Mechanosensitive ion channels,TRPV6,Trpv6,Literature review,Epidermis,Medium,TRP vanilloid 6,Keratinocyte Ca2+ channel,"Lehen'kyi, 2007",,Regulates terminal differentiation (involucrin),
Microtubule mechanics,ATAT1,Atat1,Hunter 2025 (melanoma confinement),Both,Medium,Alpha-tubulin N-acetyltransferase 1,α-tubulin acetyltransferase; builds the perinuclear ACETYLATED-TUBULIN CAGE that shields the nucleus during confined migration (CRISPR-validated under melanoma confinement),"Hunter, Nature, 2025 [PMC12611772]",,,
Microtubule mechanics,DYNC1H1,Dync1h1,Curated panel,Both,High,Dynein heavy chain 1,"cytoplasmic dynein, principal MT minus-end motor; mechano-coupled to nuclear positioning","Roberts, Nat Rev MCB, 2013 [PMC3972880]",,,Kapitein & Hoogenraad 2015 [Neuron]; Roberts et al. 2013 [Nat Rev MCB]
Microtubule mechanics,HDAC6,Hdac6,Hunter 2025 (melanoma confinement),Both,Medium,Histone deacetylase 6,cytoplasmic tubulin deacetylase; opposes ATAT1 to set acetylated-tubulin levels & microtubule mechanics,"Hunter, Nature, 2025 [PMC12611772]",,,
Microtubule mechanics,MAP4,Map4,Curated panel,Both,High,MAP4,microtubule-associated protein 4; MT stabiliser,"Kapitein, Neuron, 2015 [PMID 26247859]",,,Kapitein & Hoogenraad 2015 [Neuron]; Roberts et al. 2013 [Nat Rev MCB]
Microtubule mechanics,MAPT,Mapt,Curated panel,Dermis,Low,Tau,microtubule-associated protein tau; bundling + stability,"Iqbal, Curr Alzheimer Res, 2010 [PMC3090074]",,,Kapitein & Hoogenraad 2015 [Neuron]; Roberts et al. 2013 [Nat Rev MCB]
Microtubule mechanics,TUBB3,Tubb3,Young 2023 (single-cell genomechanics),Both,Low,Tubulin beta-3 (βIII-tubulin),neuronal-enriched β-tubulin; microtubule mechanics (genomechanics panel),"Young, iScience, 2023 [PMC10074148]",,,
Myofibroblast / α-SMA contractility,ACTA2,Acta2,Curated panel,Dermis,High,α-smooth-muscle actin,the canonical myofibroblast / mechano-contractility marker; stretch- and stiffness-induced,"Tomasek, Nat Rev MCB, 2002 [PMID 11988769]; Hinz, Matrix Biol, 2015 [PMID 25960420]",Aguilera-Stewart 2025; Young 2023; Liu 2026,,Tomasek et al. 2002 [Nat Rev MCB]; Hinz 2015 [Matrix Biol]
Nuclear envelope,CGAS,Cgas,Rajan 2026 (NE-tension review),Both,Medium,Cyclic GMP-AMP synthase (cGAS),cytosolic DNA sensor activated on mechanical nuclear-envelope rupture; upstream of STING,"Rajan, Nucleus, 2026 [PMID 41402996]",Bonjoch 2025,,
Nuclear envelope,EMD,Emd,Curated panel,Both,High,Emerin,"INM LEM-domain protein, lamin A binding","Lammerding, J Cell Biol, 2005 [PMC2171355]",Cosgrove 2025; Lomakin 2020; Rajan 2026,,Swift et al. 2013 [Science]; Crisp et al. 2006 [J Cell Biol]; Kirby & Lammerding 2018 [Nat Cell Biol]
Nuclear envelope,LBR,Lbr,Lomakin 2020 (nucleus-as-ruler),Both,Medium,Lamin B receptor,inner-nuclear-membrane protein tethering lamin B / heterochromatin; nuclear-envelope tension & unfolding sensor,"Lomakin, Science, 2020 [PMID 33060332]",,,
Nuclear envelope,LMNA,Lmna,Literature review,Both,High,Lamin A/C,Lamina stiffness sensor; scales with tissue stiffness; mechano-protective,"Swift, Science, 2013 [PMC3976548]; Lammerding, J Clin Invest, 2004 [PMC324542]",Cosgrove 2025; Xiong 2024; Hunter 2025; Enyedi 2016; Lomakin 2020; Rajan 2026,Epidermal differentiation/architecture,
Nuclear envelope,LMNB1,Lmnb1,Curated panel,Both,High,Lamin B1,B-type nuclear lamina; constitutive,"Swift, Science, 2013 [PMC3976548]",McCreery 2025; Lomakin 2020,,Swift et al. 2013 [Science]; Crisp et al. 2006 [J Cell Biol]; Kirby & Lammerding 2018 [Nat Cell Biol]
Nuclear envelope,NUP62,Nup62,Curated panel,Both,High,Nup62,nuclear pore central channel,"Hülsmann, Cell, 2012 [PMID 22901806]",,,Swift et al. 2013 [Science]; Crisp et al. 2006 [J Cell Biol]; Kirby & Lammerding 2018 [Nat Cell Biol]
Nuclear envelope,NUP93,Nup93,McCreery 2025 (mechano-osmotic chromatin),Both,High,Nucleoporin 93,nuclear-pore scaffold; nuclear-envelope mechanics,"McCreery, Nat Cell Biol, 2025 [PMC12527910]",Rajan 2026,Nuclear-pore scaffold,
Nuclear envelope,NUP98,Nup98,Curated panel,Both,High,Nup98,"nuclear pore, gene-regulatory FG-Nup","Capelson, Cell, 2010 [PMC2821818]",Rajan 2026,,Swift et al. 2013 [Science]; Crisp et al. 2006 [J Cell Biol]; Kirby & Lammerding 2018 [Nat Cell Biol]
Nuclear envelope,NUP153,Nup153,Curated panel,Both,High,Nup153,"nuclear pore basket, mechano-responsive transport","Jamali, 2024",,,Swift et al. 2013 [Science]; Crisp et al. 2006 [J Cell Biol]; Kirby & Lammerding 2018 [Nat Cell Biol]
Nuclear envelope,STING1,Sting1,Rajan 2026 (NE-tension review),Both,Medium,Stimulator of interferon genes (STING1/TMEM173),innate-immune sensor engaged by mechanical nuclear-envelope rupture → cytosolic DNA → type-I IFN,"Rajan, Nucleus, 2026 [PMID 41402996]; Lomakin, Science, 2020 [PMID 33060332]",Bonjoch 2025; Suriyagandhi 2024; Xia 2025,NE-rupture→cGAS-STING type-I IFN contributes to psoriasiform inflammation,
Nuclear envelope,SUN1,Sun1,Literature review,Both,High,SUN domain protein 1,Inner-membrane half of LINC force-bridge across nuclear envelope,"Crisp, J Cell Biol, 2006 [PMC2063530]; Lombardi, J Biol Chem, 2011 [PMC3143636]",Rajan 2026,General,
Nuclear envelope,SUN2,Sun2,Literature review,Both,High,SUN domain protein 2,Inner-membrane half of LINC force-bridge,"Lombardi, J Biol Chem, 2011 [PMC3143636]",Lomakin 2020,General,
Nuclear envelope,SYNE1,Syne1,Literature review,Both,High,Nesprin-1,Outer-membrane KASH nesprin; couples nucleus to actin cytoskeleton,"Lombardi, J Biol Chem, 2011 [PMC3143636]",,General,
Nuclear envelope,SYNE2,Syne2,Literature review,Both,High,Nesprin-2,Outer-membrane KASH nesprin,"Lombardi, J Biol Chem, 2011 [PMC3143636]",Hunter 2025,General,
Nuclear envelope,TMEM43,Tmem43,Curated panel,Both,High,LUMA,"INM scaffold, nuclear envelope organization","Bengtsson, J Cell Sci, 2008 [PMID 18230648]",,,Swift et al. 2013 [Science]; Crisp et al. 2006 [J Cell Biol]; Kirby & Lammerding 2018 [Nat Cell Biol]
Nuclear envelope,TMPO,Tmpo,Curated panel,Both,High,LAP2,INM lamin-binding protein,"Dechat, EMBO J, 2000 [PMC1170818]",,,Swift et al. 2013 [Science]; Crisp et al. 2006 [J Cell Biol]; Kirby & Lammerding 2018 [Nat Cell Biol]
Primary cilium / mechano-flow,FOXJ1,Foxj1,Curated panel,Not in skin,High,FOXJ1,"master cilium-biogenesis TF, motile cilium specification","Choksi, Cilia, 2014 [PMID 24644260]",,,Praetorius & Spring 2003 [J Membr Biol]; Singla & Reiter 2006 [Science]
Rho regulators (GEFs/GAPs/LIMK),ARHGAP9,Arhgap9,Aragona 2020 (ATAC motifs),Both,Medium,Rho GTPase-activating protein 9,Rho-family GAP; opened chromatin on stretch,"Aragona, Nature, 2020 [PMC7116042]",,Rho regulator (stretch-chromatin),
Rho regulators (GEFs/GAPs/LIMK),ARHGAP35,Arhgap35,Curated panel,Both,High,p190RhoGAP,"Rho deactivator, mechano-modulated","Bradley, 2006",,,Birukova et al. 2010 [J Biol Chem]; Heasman & Ridley 2008 [Nat Rev MCB]
Rho regulators (GEFs/GAPs/LIMK),ARHGEF2,Arhgef2,Curated panel,Both,High,GEF-H1 / ARHGEF2,"canonical mechano-Rho-GEF, MT-released by tension","Birukova, 2006",Cosgrove 2025,,Birukova et al. 2010 [J Biol Chem]; Heasman & Ridley 2008 [Nat Rev MCB]
Rho regulators (GEFs/GAPs/LIMK),ARHGEF5,Arhgef5,Aragona 2020 (ATAC motifs),Both,Medium,Rho guanine-exchange factor 5,RhoA GEF; adhesion/mechano-activated,"Aragona, Nature, 2020 [PMC7116042]",,Rho regulator (stretch-chromatin),
Rho regulators (GEFs/GAPs/LIMK),ARHGEF7,Arhgef7,Curated panel,Both,High,β-PIX / ARHGEF7,"Rac/Cdc42 GEF, FA component","Manser, Mol Cell, 1998 [PMID 9659915]",Kaivola 2026,,Birukova et al. 2010 [J Biol Chem]; Heasman & Ridley 2008 [Nat Rev MCB]
Rho regulators (GEFs/GAPs/LIMK),ARHGEF28,Arhgef28,Hunter 2025 (melanoma confinement),Both,Medium,Rho GEF 28 (RGNEF / p190RhoGEF),RhoA guanine-nucleotide-exchange factor; couples integrin/cytoskeleton to RhoA; HMGB2-induced,"Hunter, Nature, 2025 [PMC12611772]",,,
Rho regulators (GEFs/GAPs/LIMK),LIMK1,Limk1,Curated panel,Both,High,LIM kinase 1,"phosphorylates cofilin, mechano-coupled","Bravo-Cordero, Nat Rev MCB, 2013 [PMC3878614]",Kaivola 2026,,Birukova et al. 2010 [J Biol Chem]; Heasman & Ridley 2008 [Nat Rev MCB]
Rho regulators (GEFs/GAPs/LIMK),NET1,Net1,Xiong 2025 (MechanoGEPred),Both,Medium,NET1,RhoA guanine-exchange factor,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Stretch immediate-early TFs,ANKRD1,Ankrd1,Skin/psoriasis review,Both,Medium,Ankyrin repeat domain 1 (CARP),stretch-induced mechano-stress transcriptional cofactor,"Miller, J Mol Biol, 2003 [PMID 14583192]",Kaivola 2026; Cosgrove 2025; Urbanska 2024; Huang 2025,Stretch-induced mechano-stress gene,
Stretch immediate-early TFs,ATF1,Atf1,Cosgrove 2025 (mechano-enhancers),Both,Medium,Activating transcription factor 1,bZIP CREB/ATF mechano-TF (with ATF2/3); footprint,"Cosgrove, Science, 2025 [PMC13005951]",,,
Stretch immediate-early TFs,ATF2,Atf2,Aragona 2020 (ATAC motifs),Both,Medium,Activating transcription factor 2,stress-activated bZIP (p38/JNK substrate); AP-1 partner,"Aragona, Nature, 2020 [PMC7116042]",,Stress-MAPK bZIP,
Stretch immediate-early TFs,ATF3,Atf3,Curated panel,Both,High,ATF3,"activating TF 3; integrated stress response, mechano-inducible","Hai, Gene, 2001 [PMID 11483355]",Aragona 2020; Aguilera-Stewart 2025; McCreery 2025,,Sadoshima & Izumo 1997 [Annu Rev Physiol]; Hai & Hartman 2001 [Gene]
Stretch immediate-early TFs,ATF7,Atf7,Cosgrove 2025 (mechano-enhancers),Both,Medium,Activating transcription factor 7,bZIP ATF mechano-TF (with ATF2); footprint,"Cosgrove, Science, 2025 [PMC13005951]",,,
Stretch immediate-early TFs,EGR1,Egr1,Aragona 2020 (main text),Both,Medium,Early growth response 1,immediate-early mechano-responsive zinc-finger TF,"Aragona, Nature, 2020 [PMC7116042]",Villeneuve 2026; McCreery 2025; Bonjoch 2025,Stretch/stress immediate-early TF; keratinocyte proliferation,
Stretch immediate-early TFs,EGR2,Egr2,Curated panel,Both,High,EGR2 / Krox-20,early growth response zinc-finger TF; stretch-induced,"Khachigian, Circ Res, 2006 [PMID 16456111]",,,Sadoshima & Izumo 1997 [Annu Rev Physiol]; Hai & Hartman 2001 [Gene]
Stretch immediate-early TFs,EGR3,Egr3,Cosgrove 2025 (mechano-enhancers),Both,Medium,Early growth response 3,immediate-early zinc-finger TF (with EGR1/2); stiffness-responsive,"Cosgrove, Science, 2025 [PMC13005951]",,,
Stretch immediate-early TFs,FOS,Fos,Aragona 2020 (main text),Both,Medium,c-Fos (AP-1),AP-1 immediate-early TF; EGFR-MAPK-activated on stretch; dimerizes with Jun,"Aragona, Nature, 2020 [PMC7116042]; Eferl, Nat Rev Cancer, 2003 [PMID 14668816]",McCreery 2025; Cosgrove 2025,Stretch-induced AP-1 program; AP-1 activity altered in psoriasis,
Stretch immediate-early TFs,FOSB,Fosb,Aragona 2020 (main text),Both,Medium,FosB (AP-1),AP-1 immediate-early TF; stretch-upregulated,"Aragona, Nature, 2020 [PMC7116042]",McCreery 2025,Stretch-induced AP-1 program (EGFR-MAPK),
Stretch immediate-early TFs,FOSL1,Fosl1,Aragona 2020 (main text),Both,Medium,Fra-1 / FOS-like 1 (AP-1),AP-1 TF; stretch-induced (immunostained in stretched epidermis),"Aragona, Nature, 2020 [PMC7116042]",Hunter 2025,Stretch-induced AP-1; immunostained in expanded epidermis,
Stretch immediate-early TFs,FOSL2,Fosl2,Aragona 2020 (ATAC motifs),Both,Medium,Fra-2 / FOS-like 2 (AP-1),AP-1 immediate-early TF; FOS-family; top stretch-chromatin motif (q=0),"Aragona, Nature, 2020 [PMC7116042]",,AP-1 family; AP-1 dysregulated in psoriasis,
Stretch immediate-early TFs,JUN,Jun,Aragona 2020 (main text),Both,Medium,c-Jun (AP-1),AP-1 immediate-early TF; EGFR-Ras-MAPK-activated on stretch,"Aragona, Nature, 2020 [PMC7116042]; Eferl, Nat Rev Cancer, 2003 [PMID 14668816]",Fiore 2020; McCreery 2025; Cosgrove 2025; Yu 2022; Xia 2025,Stretch-activated AP-1; AP-1 altered in psoriasis,
Stretch immediate-early TFs,JUNB,Junb,Aragona 2020 (main text),Both,Medium,JunB (AP-1),AP-1 immediate-early TF; stretch-upregulated,"Aragona, Nature, 2020 [PMC7116042]",Hunter 2025,Stretch-induced AP-1; JunB implicated in psoriasis,
Stretch immediate-early TFs,JUND,Jund,Aragona 2020 (main text),Both,Medium,JunD (AP-1),AP-1 immediate-early TF,"Aragona, Nature, 2020 [PMC7116042]",McCreery 2025; Hunter 2025,Stretch-induced AP-1 program,
Stretch MAPK,DUSP1,Dusp1,Xiong 2024 (MechanoBase),Both,Medium,Dual-specificity phosphatase 1,stress-induced MAPK phosphatase (negative feedback; with DUSP6),"Xiong, Database (Oxford), 2024 [PMC11131424]",Xiong 2025,,
Stretch MAPK,DUSP6,Dusp6,Curated panel,Both,High,DUSP6 / MKP-3,"ERK-specific dual-specificity phosphatase, feedback readout","Owens, Oncogene, 2007 [PMID 17496916]",Villeneuve 2026; McCreery 2025,,Sawada & Sheetz 2002 [J Cell Biol]; Tschumperlin & Drazen 2006 [Annu Rev Physiol]
Stretch MAPK,MAP2K1,Map2k1,Curated panel,Both,High,MEK1,"MAPK kinase, upstream of ERK","Roskoski, Pharmacol Res, 2012 [PMID 22569528]",,,Sawada & Sheetz 2002 [J Cell Biol]; Tschumperlin & Drazen 2006 [Annu Rev Physiol]
Stretch MAPK,MAP2K2,Map2k2,Aragona 2020 (main text),Both,High,MEK2 (MAP2K2),MEK kinase (with MAP2K1); stretch-activated MEK-ERK,"Aragona, Nature, 2020 [PMC7116042]",,Stretch-activated MEK-ERK (with MAP2K1),
Stretch MAPK,MAP3K7,Map3k7,Curated panel,Both,High,TAK1,"TGF-β-activated kinase, stretch integrator","Mihaly, 2014",,,Sawada & Sheetz 2002 [J Cell Biol]; Tschumperlin & Drazen 2006 [Annu Rev Physiol]
Stretch MAPK,MAP4K4,Map4k4,Xiong 2025 (MechanoGEPred),Both,Medium,MAP4K4,stress/Hippo MAP4-kinase; mechano-responsive,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Stretch MAPK,MAPK1,Mapk1,Curated panel,Both,High,ERK2,extracellular signal-regulated kinase,"Roux, Microbiol Mol Biol Rev, 2004 [PMC419926]",McCreery 2025,,Sawada & Sheetz 2002 [J Cell Biol]; Tschumperlin & Drazen 2006 [Annu Rev Physiol]
Stretch MAPK,MAPK3,Mapk3,Curated panel,Both,High,ERK1,ERK isoform,"Roux, MMBR, 2004 [PMC419926]",McCreery 2025,,Sawada & Sheetz 2002 [J Cell Biol]; Tschumperlin & Drazen 2006 [Annu Rev Physiol]
Stretch MAPK,MAPK8,Mapk8,Curated panel,Both,High,JNK1,stress-activated protein kinase,"Davis, Cell, 2000 [PMID 11057897]",,,Sawada & Sheetz 2002 [J Cell Biol]; Tschumperlin & Drazen 2006 [Annu Rev Physiol]
Stretch MAPK,MAPK14,Mapk14,Curated panel,Both,High,p38α,primary stretch-activated kinase,"Sawada, J Cell Biol, 2002 [PMC2174068]",McCreery 2025,,Sawada & Sheetz 2002 [J Cell Biol]; Tschumperlin & Drazen 2006 [Annu Rev Physiol]
Stromal mechano (extras),ADAM9,Adam9,Xiong 2024 (MechanoBase),Both,Medium,ADAM metallopeptidase 9,membrane metalloprotease; integrin-associated sheddase,"Xiong, Database (Oxford), 2024 [PMC11131424]",,,
Stromal mechano (extras),ADAMTS1,Adamts1,Curated panel,Dermis,High,ADAMTS-1,cleaves stromal proteoglycans → integrin-α8 mechanosensing in cardiac fibroblasts,"Kong, Adv Sci, 2025 [PMC12697874]",Bansaccal 2023,,Fiore et al. 2015 [J Cell Biol]; Tsukui et al. 2020 [Nat Commun]
Stromal mechano (extras),COL4A1,Col4a1,Curated panel,Dermis,High,Collagen IV α1,basement-membrane biomechanics; GWAS variants link to arterial stiffness,"Tarasov, Circ Cardiovasc Genet, 2009 [PMC2801872]",Aguilera-Stewart 2025; Fiore 2020; Kaivola 2026; Jiang 2024,,Fiore et al. 2015 [J Cell Biol]; Tsukui et al. 2020 [Nat Commun]
Stromal mechano (extras),CTHRC1,Cthrc1,Curated panel,Dermis,Medium,Collagen triple helix repeat 1,marker of mechanically-activated pathologic fibroblast (pan-fibrotic CAF subset),"Tsukui, Nat Commun, 2020 [PMC7174390]",Kaivola 2026,,Fiore et al. 2015 [J Cell Biol]; Tsukui et al. 2020 [Nat Commun]
Stromal mechano (extras),CTSK,Ctsk,Hunter 2025 (melanoma confinement),Both,Medium,Cathepsin K,collagen/elastin-degrading cysteine protease; ECM remodelling; HMGB2-induced,"Hunter, Nature, 2025 [PMC12611772]",Kaivola 2026,,
Stromal mechano (extras),CTSL,Ctsl,Young 2023 (single-cell genomechanics),Both,Medium,Cathepsin L,ECM-degrading lysosomal cysteine protease; invasion (genomechanics panel),"Young, iScience, 2023 [PMC10074148]",,,
Stromal mechano (extras),FBLN1,Fbln1,Curated panel,Dermis,Medium,Fibulin-1,structural ECM/elastic-fibre component; intronic SNPs link to aortic stiffness,"Yasmin, Sci Rep, 2018 [PMC5986773]",Aguilera-Stewart 2025,,Fiore et al. 2015 [J Cell Biol]; Tsukui et al. 2020 [Nat Commun]
Stromal mechano (extras),FBN2,Fbn2,Curated panel,Dermis,Medium,Fibrillin-2,elastic-fibre microfibril mechanics; loss alters bone material properties,"Nistala, 2010",Aguilera-Stewart 2025; Kaivola 2026,,Fiore et al. 2015 [J Cell Biol]; Tsukui et al. 2020 [Nat Commun]
Stromal mechano (extras),HSPG2,Hspg2,Curated panel,Dermis,Medium,Perlecan,pericellular HS proteoglycan mechanosensor; required for load-induced calcium signaling,"Pei, Bone, 2020 [PMC6945981]",Fiore 2020,,Fiore et al. 2015 [J Cell Biol]; Tsukui et al. 2020 [Nat Commun]
Stromal mechano (extras),IL11RA,Il11ra1,Liu 2026 (IL-11 stretch fibroblast),Dermis,Medium,IL-11 receptor subunit alpha,IL-11 receptor; up in stretched dermal fibroblasts; IL-11->IL11RA->STAT3 fibroblast activation/ECM,"Liu, J Invest Dermatol, 2026 [PMID 40812469]",,,
Stromal mechano (extras),IL33,Il33,Aragona 2020 (scRNA DEGs),Both,Medium,Interleukin-33,nuclear alarmin released on mechanical stretch/damage,"Aragona, Nature, 2020 [PMC7116042]",Bonjoch 2025; Xue 2025,Stretch-released keratinocyte alarmin; skin inflammation,
Stromal mechano (extras),LCN2,Lcn2,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,Lipocalin-2 (NGAL),neutrophil/keratinocyte innate-immune lipocalin; stretch-signature gene,"Xue, Nat Commun, 2025 [PMID 40715139]",,Lipocalin-2 elevated in psoriatic skin,
Stromal mechano (extras),MMP1,Mmp1a,Suriyagandhi 2024 (mechano-inflammation network),Both,Medium,Collagenase-1 (MMP1),interstitial collagenase; matrix remodelling,"Suriyagandhi, Mechanobiol Med, 2025 [PMC12082120]",Kaivola 2026,,
